mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	54										
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	55										
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	56										
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	57										
8	8	28	28	0.0	0	0	Dynamic	4/4	1	1	0					f									
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	58										
8	8	117/4	117/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	59										
8	8	59/2	59/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	60										
8	8	119/4	119/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	61										
8	8	30	30	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	62										
8	8	121/4	121/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	63										
8	8	61/2	61/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	64										
8	8	123/4	123/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	65										
8	8	31	31	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	66										
8	8	125/4	125/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	67										
8	8	63/2	63/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	68										
8	8	127/4	127/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	69										
8	8	28	28	4.0	0	0	Chord	4/4	2	1	1		1	1	70										
9	9	32	32	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	71										
9	9	129/4	129/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	72										
9	9	65/2	65/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	73										
9	9	131/4	131/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	74										
9	9	33	33	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	75										
9	9	133/4	133/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	76										
9	9	67/2	67/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	77										
9	9	135/4	135/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	78										
9	9	34	34	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	79										
9	9	137/4	137/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	80										
9	9	69/2	69/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	81										
9	9	139/4	139/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	82										
9	9	35	35	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	83										
9	9	141/4	141/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	84										
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	85										
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	86										
9	9	32	32	4.0	0	0	Chord	4/4	2	1	1		1	1	87										
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	88										
10	10	149/4	149/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	89										
10	10	75/2	75/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	90										
10	10	151/4	151/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	91										
10	10	38	38	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	92										
10	10	153/4	153/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	93										
10	10	77/2	77/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	94										
10	10	155/4	155/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	95										
10	10	39	39	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	96										
10	10	157/4	157/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	97										
10	10	79/2	79/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	98										
10	10	159/4	159/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	99										
10	10	36	36	4.0	0	0	Chord	4/4	2	1	1		1	1	100										
11	11	40	40	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	101										
11	11	161/4	161/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	102										
11	11	81/2	81/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	103										
11	11	163/4	163/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	104										
11	11	41	41	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	105										
11	11	165/4	165/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	106										
11	11	83/2	83/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	107										
11	11	167/4	167/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	108										
11	11	42	42	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	109										
11	11	169/4	169/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	110										
11	11	85/2	85/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	111										
11	11	171/4	171/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	112										
11	11	43	43	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	113										
11	11	173/4	173/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	114										
11	11	87/2	87/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	115										
11	11	175/4	175/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	116										
11	11	40	40	4.0	0	0	Chord	4/4	2	1	1		1	1	117										
12	12	44	44	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	118										
12	12	177/4	177/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	119										
12	12	89/2	89/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	120										
12	12	179/4	179/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	121										
12	12	45	45	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	122										
12	12	181/4	181/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	123										
12	12	91/2	91/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	124										
12	12	183/4	183/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	125										
12	12	46	46	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	126										
12	12	185/4	185/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	127										
12	12	93/2	93/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	128										
12	12	187/4	187/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	129										
12	12	47	47	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	130										
12	12	189/4	189/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	131										
12	12	95/2	95/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	132										
12	12	191/4	191/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	133										
12	12	44	44	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	134										
12	12	46	46	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	135										
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	136										
12	12	47	47	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	137										
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	138										
13	13	48	48	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	139										
13	13	193/4	193/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	140										
13	13	97/2	97/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	141										
13	13	195/4	195/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	142										
13	13	49	49	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	143										
13	13	197/4	197/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	144										
13	13	99/2	99/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	145										
13	13	199/4	199/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	146										
13	13	50	50	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	147										
13	13	201/4	201/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	148										
13	13	101/2	101/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	149										
13	13	203/4	203/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	150										
13	13	51	51	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	151										
13	13	205/4	205/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	152										
13	13	103/2	103/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	153										
13	13	207/4	207/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	154										
13	13	48	48	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	155										
13	13	50	50	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	156										
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	157										
13	13	51	51	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	158										
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	159										
14	14	52	52	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	160										
14	14	209/4	209/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	161										
14	14	105/2	105/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	162										
14	14	211/4	211/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	163										
14	14	53	53	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	164										
14	14	213/4	213/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	165										
14	14	107/2	107/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	166										
14	14	215/4	215/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	167										
14	14	54	54	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	168										
14	14	219/4	219/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	169										
14	14	55	55	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	170										
14	14	223/4	223/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	171										
14	14	52	52	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	172										
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	173										
15	15	56	56	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	174										
15	15	225/4	225/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	175										
15	15	113/2	113/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	176										
15	15	227/4	227/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	177										
15	15	57	57	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	178										
15	15	229/4	229/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	179										
15	15	115/2	115/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	180										
15	15	231/4	231/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	181										
15	15	58	58	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	182										
15	15	233/4	233/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	183										
15	15	117/2	117/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	184										
15	15	235/4	235/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	185										
15	15	59	59	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	186										
15	15	237/4	237/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	187										
15	15	119/2	119/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	188										
15	15	239/4	239/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	189										
15	15	56	56	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	190										
15	15	59	59	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	191										
16	16	60	60	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	192										
16	16	241/4	241/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	193										
16	16	121/2	121/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	194										
16	16	243/4	243/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	195										
16	16	61	61	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	196										
16	16	245/4	245/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	197										
16	16	123/2	123/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	198										
16	16	247/4	247/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	199										
16	16	62	62	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	200										
16	16	249/4	249/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	201										
16	16	125/2	125/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	202										
16	16	251/4	251/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	203										
16	16	63	63	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	204										
16	16	253/4	253/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	205										
16	16	127/2	127/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	206										
16	16	255/4	255/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	207										
16	16	60	60	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	208										
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	209										
17	17	64	64	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	210										
17	17	131/2	131/2	0.0	3/8	3/8	Dynamic	4/4	1	1	0					p									
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	211										
17	17	66	66	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	212										
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	213										
17	17	67	67	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	214										
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	215										
17	17	64	64	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	216										
18	18	68	68	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	217										
18	18	137/2	137/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	218										
18	18	275/4	275/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	219										
18	18	69	69	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	220										
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	221										
18	18	70	70	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	222										
18	18	141/2	141/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	223										
18	18	283/4	283/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	224										
18	18	71	71	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	225										
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	226										
18	18	68	68	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	227										
18	18	70	70	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	228										
18	18	68	68	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	229										
18	18	70	70	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	230										
19	19	72	72	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	231										
19	19	145/2	145/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	232										
19	19	291/4	291/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	233										
19	19	73	73	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	234										
19	19	72	72	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	235										
19	19	72	72	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	236										
20	20	76	76	0.0	0	0	Dynamic	4/4	1	1	0					p									
20	20	76	76	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	237										
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	238										
20	20	78	78	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	239										
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	240										
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	241										
20	20	77	77	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	242										
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	243										
20	20	79	79	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	244										
21	21	80	80	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	245										
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	246										
21	21	82	82	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	247										
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	248										
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	249										
21	21	81	81	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	250										
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	251										
21	21	83	83	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	252										
22	22	84	84	0.0	0	0	Dynamic	4/4	1	1	0					f									
22	22	84	84	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	253										
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	254										
22	22	86	86	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	255										
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	256										
22	22	169/2	169/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	257										
22	22	85	85	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	258										
22	22	173/2	173/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	259										
22	22	87	87	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	260										
23	23	88	88	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	261										
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	262										
23	23	90	90	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	263										
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	264										
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	265										
23	23	89	89	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	266										
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	267										
23	23	91	91	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	268										
24	24	92	92	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	269										
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	270										
24	24	93	93	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	271										
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	272										
24	24	94	94	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	273										
24	24	189/2	189/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	274										
24	24	379/4	379/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	275										
24	24	95	95	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	276										
24	24	381/4	381/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	277										
24	24	191/2	191/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	278										
24	24	383/4	383/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	279										
24	24	92	92	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	280										
24	24	369/4	369/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	281										
24	24	185/2	185/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	282										
24	24	371/4	371/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	283										
24	24	93	93	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	284										
24	24	373/4	373/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	285										
24	24	187/2	187/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	286										
