mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
3	2	35/8	35/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	20											
3	2	9/2	9/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	21											
3	2	39/8	39/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	22											
3	2	3	3	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	23											
3	2	13/4	13/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	24											
3	2	7/2	7/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	25											
3	2	15/4	15/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	26											
3	2	4	4	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	27											
3	2	17/4	17/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	28											
3	2	9/2	9/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	29											
3	2	19/4	19/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	30											
3	2	3	3	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	31											
4	3	5	5	0.375	0	0	Chord	2/4	1	1	3/32		1/16	3/2	32											
4	3	43/8	43/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	33											
4	3	11/2	11/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	34											
4	3	23/4	23/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	35											
4	3	6	6	0.375	1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	36											
4	3	51/8	51/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	37											
4	3	13/2	13/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	38											
4	3	55/8	55/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	39											
4	3	5	5	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	40											
4	3	21/4	21/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	41											
4	3	11/2	11/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	42											
4	3	23/4	23/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	43											
4	3	6	6	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	44											
4	3	25/4	25/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	45											
4	3	13/2	13/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	46											
4	3	27/4	27/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	47											
4	3	5	5	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	48											
5	4	7	7	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	49									0		
5	4	15/2	15/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	50											
5	4	8	8	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	51		articStaccatoAbove									
5	4	17/2	17/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	52		articStaccatoAbove									
5	4	7	7	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	53											
5	4	29/4	29/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	54											
5	4	15/2	15/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	55											
5	4	8	8	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	56											
5	4	33/4	33/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	57											
5	4	17/2	17/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	58											
5	4	35/4	35/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	59											
6	5	9	9	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	60		articStaccatoAbove									
6	5	19/2	19/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	61		articStaccatoAbove									
6	5	10	10	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	62		articStaccatoAbove									
6	5	21/2	21/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	63		articStaccatoAbove									
6	5	9	9	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	64											
6	5	37/4	37/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	65											
6	5	19/2	19/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	66											
6	5	39/4	39/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	67											
6	5	10	10	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	68											
6	5	41/4	41/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	69											
6	5	21/2	21/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	70											
6	5	43/4	43/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	71											
7	6	11	11	0.0	0	0	Dynamic	2/4	1	1	0					fz										
7	6	11	11	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	72											
7	6	12	12	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	73											
7	6	49/4	49/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	74											
7	6	25/2	25/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	75											
7	6	51/4	51/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	76											
7	6	11	11	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	77											
7	6	45/4	45/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	78											
7	6	23/2	23/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	79											
7	6	47/4	47/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	80											
7	6	12	12	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	81											
7	6	25/2	25/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	82											
7	6	11	11	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	83											
8	7	13	13	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	84											
8	7	53/4	53/4	0.0	1/16	1/16	Chord	2/4	1	1	0	grace16	1/16	1	85											
8	7	53/4	53/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	86											
8	7	27/2	27/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	87											
8	7	55/4	55/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	88											
8	7	14	14	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	89											
8	7	57/4	57/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	90											
8	7	29/2	29/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	91											
8	7	59/4	59/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	92											
8	7	13	13	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	93											
8	7	27/2	27/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	94											
8	7	14	14	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	95											
8	7	29/2	29/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	96											
9	8	15	15	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	97											
9	8	31/2	31/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0					mf										
9	8	16	16	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	98											
9	8	97/6	97/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	99											
9	8	49/3	49/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	100											
9	8	33/2	33/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	101											
9	8	50/3	50/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	102											
9	8	101/6	101/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	103											
9	8	15	15	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	104											
9	8	16	16	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	105											
9	8	33/2	33/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	106											
9	8	16	16	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	107											
10	9	17	17	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	108											
10	9	103/6	103/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	109											
10	9	52/3	52/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	110											
10	9	35/2	35/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	111											
10	9	53/3	53/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	112											
10	9	107/6	107/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	113											
10	9	18	18	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	114											
10	9	109/6	109/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	115											
10	9	55/3	55/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	116											
10	9	37/2	37/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	2/3	117											
10	9	37/2	37/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	118											
10	9	56/3	56/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	119											
10	9	113/6	113/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	120											
10	9	17	17	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	121											
11	10	19	19	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	122											
11	10	115/6	115/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	123											
11	10	58/3	58/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	124											
11	10	39/2	39/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	125											
11	10	20	20	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	126											
11	10	121/6	121/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	127											
11	10	61/3	61/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	128											
11	10	41/2	41/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	129											
11	10	62/3	62/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	130											
11	10	125/6	125/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	131											
11	10	19	19	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	132											
11	10	20	20	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	133											
11	10	41/2	41/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	134											
11	10	20	20	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	135											
12	11	21	21	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	136											
12	11	127/6	127/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	137											
12	11	64/3	64/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	138											
12	11	43/2	43/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	139											
12	11	65/3	65/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	140											
12	11	131/6	131/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	141											
12	11	22	22	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	142											
12	11	133/6	133/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	143											
12	11	67/3	67/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	144											
12	11	45/2	45/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	145											
12	11	68/3	68/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	146											
12	11	137/6	137/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	147											
12	11	21	21	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	148											
13	12	23	23	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	149											
13	12	139/6	139/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	150											
13	12	70/3	70/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	151											
13	12	47/2	47/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	152											
13	12	24	24	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	153											
13	12	145/6	145/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	154											
13	12	73/3	73/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	155											
13	12	49/2	49/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	156											
13	12	74/3	74/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	157											
13	12	149/6	149/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	158											
13	12	23	23	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	159											
13	12	24	24	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	160											
13	12	49/2	49/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	161											
14	13	25	25	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	162											
14	13	151/6	151/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	163											
14	13	76/3	76/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	164											
14	13	51/2	51/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	165											
14	13	26	26	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	166											
14	13	157/6	157/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	167											
14	13	79/3	79/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	168											
14	13	53/2	53/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	169											
14	13	80/3	80/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	170											
14	13	161/6	161/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	171											
14	13	25	25	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	172											
14	13	26	26	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	173											
14	13	53/2	53/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	174											
15	14	27	27	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	175											
15	14	163/6	163/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	176											
15	14	82/3	82/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	177											
15	14	55/2	55/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	178											
15	14	28	28	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	179											
15	14	169/6	169/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	180											
15	14	85/3	85/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	181											
15	14	57/2	57/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					p										
15	14	57/2	57/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	182											
15	14	86/3	86/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	183											
15	14	173/6	173/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	184											
15	14	27	27	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	185											
16	15	29	29	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	186											
16	15	175/6	175/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	187											
16	15	88/3	88/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	188											
16	15	59/2	59/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	189											
16	15	89/3	89/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	190											
16	15	179/6	179/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	191											
16	15	30	30	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	192											
16	15	181/6	181/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	193											
16	15	91/3	91/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	194											
16	15	61/2	61/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	195											
16	15	92/3	92/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	196											
16	15	185/6	185/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	197											
17	16	31	31	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	198											
17	16	32	32	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	199											
17	16	65/2	65/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	200											
17	16	98/3	98/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	201											
17	16	197/6	197/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	202											
17	16	32	32	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	203											
17	16	129/4	129/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	204											
17	16	65/2	65/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	205											
17	16	131/4	131/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	206											
18	17	33	33	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	207											
18	17	67/2	67/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	208											
18	17	34	34	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	209											
18	17	69/2	69/2	0.0	3/8	3/8	StaffText	2/4	1	1	0							"<font size=""17.8494""/><font face=""Opus""/>"								
18	17	69/2	69/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	210											
18	17	33	33	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	211											
18	17	133/4	133/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	212											
18	17	67/2	67/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	213											
18	17	135/4	135/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	214											
18	17	34	34	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	215											
18	17	137/4	137/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	216											
18	17	69/2	69/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	217											
18	17	139/4	139/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	218											
19	18	35	35	0.0	0	0	Dynamic	2/4	1	1	0					fz										
19	18	35	35	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	219											
19	18	36	36	0.375	1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	220											
19	18	291/8	291/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	221											
19	18	73/2	73/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	222											
19	18	295/8	295/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	223											
19	18	35	35	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	224											
19	18	141/4	141/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	225											
19	18	71/2	71/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	226											
19	18	143/4	143/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	227											
19	18	36	36	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	228											
19	18	145/4	145/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	229											
19	18	73/2	73/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	230											
19	18	147/4	147/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	231											
19	18	35	35	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	232											
20	19	37	37	0.375	0	0	Chord	2/4	1	1	3/32		1/16	3/2	233											
20	19	299/8	299/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	234											
20	19	75/2	75/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	235											
20	19	151/4	151/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	236											
20	19	38	38	0.375	1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	237											
20	19	307/8	307/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	238											
20	19	77/2	77/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	239											
20	19	311/8	311/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	240											
20	19	37	37	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	241											
20	19	149/4	149/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	242											
20	19	75/2	75/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	243											
20	19	151/4	151/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	244											
20	19	38	38	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	245											
20	19	153/4	153/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	246											
20	19	77/2	77/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	247											
20	19	155/4	155/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	248											
20	19	37	37	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	249											
21	20	39	39	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	250									1		
21	20	79/2	79/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	251											
21	20	40	40	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	252											
21	20	81/2	81/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	253											
21	20	122/3	122/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	254											
21	20	245/6	245/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	255											
21	20	39	39	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	256											
21	20	157/4	157/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	257											
21	20	79/2	79/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	258											
21	20	40	40	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	259											
21	20	161/4	161/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	260											
21	20	81/2	81/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	261											
21	20	163/4	163/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	262											
22	21	41	41	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	263											
