mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin
19	19	163/3	163/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	274										
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	275										
19	19	55	55	0.16666666666666666	1/4	1/4	Chord	3/4	1	1	1/24		1/16	2/3	276									3	
19	19	331/6	331/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	277									3	
19	19	166/3	166/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	278										
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	279										
19	19	56	56	0.16666666666666666	1/2	1/2	Chord	3/4	1	1	1/24		1/16	2/3	280									4	
19	19	337/6	337/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	281									4	
19	19	169/3	169/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	282										
19	19	113/2	113/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	283										
19	19	227/4	227/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	284										
19	19	54	54	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	285										
19	19	217/4	217/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	286										
19	19	109/2	109/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	287										
19	19	219/4	219/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	288										
19	19	55	55	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	289										
19	19	221/4	221/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	290										
19	19	111/2	111/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	291										
19	19	223/4	223/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	292										
19	19	56	56	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	293										
19	19	225/4	225/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	294										
19	19	113/2	113/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	295										
19	19	227/4	227/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	296										
19	19	54	54	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	297										
19	19	55	55	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	298										
19	19	56	56	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	299										
20	20	57	57	0.0	0	0	Dynamic	3/4	1	1	0					sf									
20	20	57	57	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	300										
20	20	58	58	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	301										
20	20	465/8	465/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	302										
20	20	233/4	233/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	303										
20	20	467/8	467/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	304										
20	20	117/2	117/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	305										
20	20	469/8	469/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	306										
20	20	235/4	235/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	307										
20	20	471/8	471/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	308										
20	20	59	59	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	309										
20	20	473/8	473/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	310										
20	20	237/4	237/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	311										
20	20	475/8	475/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	312										
20	20	119/2	119/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	313										
20	20	477/8	477/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	314										
20	20	239/4	239/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	315										
20	20	479/8	479/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	316										
20	20	57	57	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	317										
21	21	60	60	0.0	0	0	Dynamic	3/4	1	1	0					f									
21	21	60	60	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	318										
21	21	61	61	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	319										
21	21	62	62	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	320										
21	21	60	60	0.75	0	0	Chord	3/4	1	2	3/16		1/8	3/2	321										
21	21	243/4	243/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	322										
21	21	61	61	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	323										
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	324										
21	21	62	62	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	325										
21	21	249/4	249/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	326										
21	21	125/2	125/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	327										
21	21	251/4	251/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	328										
21	21	60	60	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	329										
21	21	243/4	243/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	330										
21	21	61	61	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	331										
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	332										
21	21	62	62	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	333										
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	334										
22	22	63	63	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	335										
22	22	64	64	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	336										
22	22	65	65	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	337										
22	22	63	63	0.75	0	0	Chord	3/4	1	2	3/16		1/8	3/2	338										
22	22	255/4	255/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	339										
22	22	64	64	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	340										
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	341										
22	22	65	65	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	342										
22	22	261/4	261/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	343										
22	22	131/2	131/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	344										
22	22	263/4	263/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	345										
22	22	63	63	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	346										
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	347										
23	23	66	66	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	348										
23	23	67	67	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	349										
23	23	135/2	135/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	350										
23	23	271/4	271/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	351										
23	23	68	68	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	352										
23	23	273/4	273/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	353										
23	23	137/2	137/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	354										
23	23	275/4	275/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	355										
23	23	66	66	0.75	0	0	Chord	3/4	1	2	3/16		1/8	3/2	356										
23	23	267/4	267/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	357										
23	23	67	67	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	358										
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	359										
23	23	68	68	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	360										
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	361										
23	23	66	66	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	362										
23	23	267/4	267/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	363										
23	23	67	67	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	364										
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	365										
23	23	68	68	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	366										
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	367										
24	24	69	69	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	368										
24	24	279/4	279/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	369										
24	24	70	70	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	370										
24	24	141/2	141/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p									
24	24	283/4	283/4	0.0	7/16	7/16	Chord	3/4	1	1	0	grace16	1/16	1	371										
24	24	283/4	283/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	372										
24	24	71	71	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	373										
24	24	285/4	285/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	374										
24	24	143/2	143/2	0.375	5/8	5/8	Chord	3/4	1	1	3/32		1/16	3/2	375										
24	24	575/8	575/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	376										
24	24	69	69	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	377										
24	24	69	69	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	378										
24	24	141/2	141/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	379										
24	24	71	71	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	380										
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	381										
25	25	72	72	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	382										
25	25	145/2	145/2	0.375	1/8	1/8	Chord	3/4	1	1	3/32		1/16	3/2	383										
25	25	583/8	583/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	384										
25	25	73	73	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	385										
25	25	295/4	295/4	0.0	7/16	7/16	Chord	3/4	1	1	0	grace16	1/16	1	386										
25	25	295/4	295/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	387										
25	25	74	74	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	388										
25	25	297/4	297/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	389										
25	25	149/2	149/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	390										
25	25	299/4	299/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	391										
25	25	599/8	599/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	392										
25	25	72	72	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	393										
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	394										
25	25	74	74	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	395										
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	396										
26	26	75	75	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	397										
26	26	75	75	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	398										
26	26	151/2	151/2	0.375	1/8	1/8	Chord	3/4	1	1	3/32		1/16	3/2	399										
26	26	607/8	607/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	400										
26	26	76	76	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	401										
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	402										
26	26	77	77	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	403										
26	26	311/4	311/4	0.08333333333333333	11/16	11/16	Chord	3/4	1	1	1/48		1/32	2/3	404									5	
26	26	467/6	467/6	0.08333333333333333	17/24	17/24	Chord	3/4	1	1	1/48		1/32	2/3	405									5	
26	26	935/12	935/12	0.08333333333333333	35/48	35/48	Chord	3/4	1	1	1/48		1/32	2/3	406										
26	26	75	75	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	407										
27	27	78	78	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	408										
27	27	315/4	315/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	409										
27	27	631/8	631/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	410										
27	27	79	79	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	411										
27	27	159/2	159/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	412										
27	27	321/4	321/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	413										
27	27	161/2	161/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	414										
27	27	323/4	323/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	415										
27	27	78	78	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	416										
27	27	313/4	313/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	417										
27	27	157/2	157/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	418										
27	27	315/4	315/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	419										
27	27	79	79	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	420										
27	27	317/4	317/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	421										
27	27	159/2	159/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	422										
27	27	319/4	319/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	423										
27	27	80	80	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	424										
27	27	321/4	321/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	425										
27	27	161/2	161/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	426										
27	27	323/4	323/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	427										
27	27	78	78	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	428										
27	27	79	79	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	429										
27	27	80	80	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	430										
28	28	81	81	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	431										
28	28	327/4	327/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	432										
28	28	82	82	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	433		articStaccatoAbove								
28	28	165/2	165/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	434		articStaccatoAbove								
28	28	333/4	333/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	435										
28	28	667/8	667/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	436										
28	28	167/2	167/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	437										
28	28	669/8	669/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	438										
28	28	335/4	335/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	439										
28	28	671/8	671/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	440										
28	28	81	81	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	441										
28	28	325/4	325/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	442										
28	28	163/2	163/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	443										
28	28	327/4	327/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	444										
28	28	82	82	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	445										
28	28	329/4	329/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	446										
28	28	165/2	165/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	447										
28	28	331/4	331/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	448										
28	28	83	83	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	449										
28	28	333/4	333/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	450										
28	28	167/2	167/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	451										
28	28	335/4	335/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	452										
28	28	81	81	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	453										
28	28	82	82	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	454										
28	28	83	83	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	455										
29	29	84	84	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	456										
29	29	339/4	339/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	457										
29	29	679/8	679/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	458										
29	29	85	85	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	459		articStaccatoAbove								
29	29	171/2	171/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	460		articStaccatoAbove								
29	29	345/4	345/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	461		articStaccatoBelow								
29	29	173/2	173/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	462		articStaccatoBelow								
29	29	347/4	347/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	463		articStaccatoBelow								
29	29	84	84	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	464										
29	29	337/4	337/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	465										
29	29	169/2	169/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	466										
29	29	339/4	339/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	467										
29	29	85	85	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	468										
29	29	341/4	341/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	469										
29	29	171/2	171/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	470										
29	29	343/4	343/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	471										
29	29	86	86	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	472										
29	29	345/4	345/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	473										
29	29	173/2	173/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	474										
29	29	347/4	347/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	475										
29	29	84	84	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	476										
29	29	85	85	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	477										
29	29	86	86	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	478										
30	30	87	87	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	479										
30	30	351/4	351/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	480										
30	30	88	88	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	481		articStaccatoAbove								
30	30	177/2	177/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	482		articStaccatoAbove								
30	30	713/8	713/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	483										
30	30	357/4	357/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	484										
30	30	715/8	715/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	485										
30	30	179/2	179/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	486										
30	30	717/8	717/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	487										
30	30	359/4	359/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	488										
30	30	719/8	719/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	489										
30	30	87	87	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	490										
30	30	349/4	349/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	491										
30	30	175/2	175/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	492										
30	30	351/4	351/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	493										
30	30	88	88	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	494										
30	30	353/4	353/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	495										
30	30	177/2	177/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	496										
30	30	355/4	355/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	497										
30	30	89	89	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	498										
30	30	357/4	357/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	499										
30	30	179/2	179/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	500										
30	30	359/4	359/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	501										
30	30	87	87	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	502										
30	30	88	88	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	503										
30	30	89	89	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	504										
31	31	90	90	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	505										
31	31	361/4	361/4	0.5	1/16	1/16	Chord	3/4	1	1	1/8		1/8	1	506										
31	31	363/4	363/4	0.5	3/16	3/16	Chord	3/4	1	1	1/8		1/8	1	507										
31	31	365/4	365/4	0.5	5/16	5/16	Chord	3/4	1	1	1/8		1/8	1	508										
31	31	367/4	367/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	509										
31	31	92	92	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	510										
31	31	369/4	369/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	511										
31	31	185/2	185/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	512										
31	31	371/4	371/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	513										
31	31	90	90	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	514										
31	31	181/2	181/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	515										
31	31	91	91	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	516										
31	31	183/2	183/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	517										
31	31	92	92	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	518										
31	31	185/2	185/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	519										
32	32	93	93	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	520										
32	32	373/4	373/4	0.5	1/16	1/16	Chord	3/4	1	1	1/8		1/8	1	521										
32	32	375/4	375/4	0.5	3/16	3/16	Chord	3/4	1	1	1/8		1/8	1	522										
32	32	377/4	377/4	0.5	5/16	5/16	Chord	3/4	1	1	1/8		1/8	1	523										
32	32	379/4	379/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	524										
32	32	95	95	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	525										
32	32	381/4	381/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	526										
32	32	191/2	191/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	527										
32	32	383/4	383/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	528										
32	32	93	93	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	529										
32	32	187/2	187/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	530										
32	32	94	94	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	531										
32	32	189/2	189/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	532										
32	32	95	95	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	533										
32	32	191/2	191/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	534										
32	32	93	93	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	535										
33	33	96	96	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	536										
33	33	385/4	385/4	0.5	1/16	1/16	Chord	3/4	1	1	1/8		1/8	1	537										
33	33	387/4	387/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	538										
33	33	97	97	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	539										
33	33	389/4	389/4	0.5	5/16	5/16	Chord	3/4	1	1	1/8		1/8	1	540										
33	33	391/4	391/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	541										
33	33	98	98	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	542										
33	33	393/4	393/4	0.0	9/16	9/16	StaffText	3/4	1	1	0							"<font size=""10.5723""/><font face=""Times New Roman""/>S'attacca Subito Allegro"							
33	33	393/4	393/4	0.5	9/16	9/16	Chord	3/4	1	1	1/8		1/8	1	543										
33	33	395/4	395/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	544										
33	33	96	96	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	545										
33	33	193/2	193/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	546										
33	33	97	97	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	547										
33	33	195/2	195/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	548										
33	33	98	98	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	549										
33	33	197/2	197/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	550										
33	33	96	96	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	551										
33	33	97	97	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	552										
33	33	98	98	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	553										
34	34	99	99	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	554										
34	34	100	100	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	555										
34	34	99	99	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	556										
34	34	100	100	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	557										
