mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin
3	3	7	7	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	21										
3	3	8	8	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	22										
3	3	6	6	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	23										
3	3	13/2	13/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	24										
3	3	7	7	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	25										
3	3	15/2	15/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	26										
3	3	8	8	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	27										
3	3	17/2	17/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	28										
4	4	9	9	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	29										
4	4	19/2	19/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	30										
4	4	10	10	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	31										
4	4	9	9	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	32										
4	4	19/2	19/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	33										
4	4	10	10	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	34										
4	4	21/2	21/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	35										
4	4	11	11	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	36										
4	4	23/2	23/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	37										
5	5	12	12	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	38										
5	5	27/2	27/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	39										
5	5	14	14	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	40										
5	5	29/2	29/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	41										
5	5	12	12	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	42										
5	5	25/2	25/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	43										
5	5	13	13	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	44										
5	5	27/2	27/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	45										
5	5	14	14	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	46										
5	5	29/2	29/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	47										
6	6	15	15	0.0	0	0	Dynamic	3/4	1	1	0					sf									
6	6	15	15	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	48										
6	6	16	16	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	49										
6	6	17	17	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	50										
6	6	17	17	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	51										
6	6	35/2	35/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	52										
6	6	71/4	71/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	53										
6	6	15	15	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	54										
6	6	15	15	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	55										
7	7	18	18	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	56									0	
7	7	19	19	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	57										
7	7	20	20	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	58										
7	7	37/2	37/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	59										
7	7	19	19	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	60										
7	7	39/2	39/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	61										
7	7	20	20	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	62										
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	63										
8	8	21	21	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	64										
8	8	43/2	43/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	65										
8	8	87/4	87/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	66										
8	8	22	22	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	67										
8	8	22	22	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	68										
8	8	45/2	45/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	69										
8	8	91/4	91/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	70										
8	8	23	23	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	71										
8	8	23	23	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	72										
8	8	47/2	47/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	73										
8	8	95/4	95/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	74										
8	8	21	21	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	75										
9	9	24	24	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	76									1	
9	9	25	25	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	77		articStaccatoBelow								
9	9	26	26	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	78										
9	9	53/2	53/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	79										
9	9	107/4	107/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	80										
9	9	49/2	49/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	81										
9	9	25	25	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	82										
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	83										
9	9	26	26	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	84										
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	85										
10	10	27	27	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	86									2	
10	10	28	28	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	87		articStaccatoBelow								
10	10	29	29	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	88										
10	10	59/2	59/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	89										
10	10	119/4	119/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	90										
10	10	55/2	55/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	91										
10	10	28	28	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	92										
10	10	57/2	57/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	93										
10	10	29	29	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	94										
10	10	59/2	59/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	95										
11	11	30	30	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	96									3	
11	11	31	31	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	97		articStaccatoBelow								
11	11	32	32	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	98										
11	11	61/2	61/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	99										
11	11	31	31	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	100										
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	101										
11	11	32	32	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	102										
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	103										
12	12	33	33	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	104										
12	12	67/2	67/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	105										
12	12	135/4	135/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	106										
12	12	34	34	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	107										
12	12	137/4	137/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	108										
12	12	69/2	69/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	109										
12	12	139/4	139/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	110										
12	12	35	35	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	111										
12	12	141/4	141/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	112										
12	12	71/2	71/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	113										
12	12	143/4	143/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	114										
12	12	33	33	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	115										
12	12	35	35	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	116										
13	13	36	36	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	117									4	
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	118										
13	13	37	37	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	119									5	
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	120										
13	13	38	38	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	121									6	
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	122										
13	13	36	36	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	123										
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	124										
14	14	39	39	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	125										
14	14	81/2	81/2	0.0	3/8	3/8	Spanner	3/4	1	1	0														0
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	126										0
14	14	41	41	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	127										0
14	14	83/2	83/2	0.0	5/8	5/8	Spanner	3/4	1	1	0														
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	128										
14	14	39	39	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	129										
15	15	42	42	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	130										
15	15	43	43	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	131										
15	15	44	44	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	132										
15	15	42	42	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	133										
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	134										
15	15	43	43	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	135										
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	136										
15	15	44	44	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	137										
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	138										
15	15	42	42	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	139										
16	16	45	45	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	140										
16	16	91/2	91/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	141										
16	16	46	46	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	142										
16	16	45	45	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	143										
16	16	46	46	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	144										
16	16	45	45	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	145										
16	16	91/2	91/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	146										
16	16	46	46	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	147										
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	148										
16	16	47	47	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	149										
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	150										
16	16	45	45	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	151										
17	17	48	48	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	152										
17	17	49	49	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	153										
17	17	50	50	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	154										
17	17	48	48	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	155										
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	156										
17	17	49	49	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	157										
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	158										
17	17	50	50	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	159										
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	160										
17	17	48	48	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	161										
18	18	51	51	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	162										
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	163										
18	18	52	52	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	164										
18	18	51	51	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	165										
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	166										
18	18	52	52	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	167										
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	168										
18	18	53	53	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	169										
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	170										
18	18	51	51	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	171										
19	19	54	54	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	172										
19	19	217/4	217/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	173										
19	19	109/2	109/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	174										
19	19	219/4	219/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	175										
19	19	55	55	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	176										
19	19	221/4	221/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	177										
19	19	111/2	111/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	178										
19	19	223/4	223/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	179										
19	19	56	56	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	180										
19	19	225/4	225/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	181										
19	19	113/2	113/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	182										
19	19	227/4	227/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	183										
19	19	54	54	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	184										
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	185										
19	19	55	55	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	186										
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	187										
19	19	56	56	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	188										
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	189										
20	20	57	57	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	190										
20	20	229/4	229/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	191										
20	20	115/2	115/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	192										
20	20	231/4	231/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	193										
20	20	58	58	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	194										
20	20	233/4	233/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	195										
20	20	117/2	117/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	196										
20	20	235/4	235/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	197										
20	20	59	59	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	198										
20	20	237/4	237/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	199										
20	20	119/2	119/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	200										
20	20	239/4	239/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	201										
20	20	57	57	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	202										
21	21	60	60	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	203										
21	21	241/4	241/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	204										
21	21	121/2	121/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	205										
21	21	243/4	243/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	206										
21	21	61	61	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	207										
21	21	245/4	245/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	208										
21	21	123/2	123/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	209										
21	21	247/4	247/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	210										
21	21	62	62	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	211										
21	21	249/4	249/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	212										
21	21	125/2	125/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	213										
21	21	251/4	251/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	214										
21	21	60	60	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	215										
21	21	121/2	121/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	216										
21	21	61	61	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	217										
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	218										
21	21	62	62	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	219										
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	220										
22	22	63	63	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	221										
22	22	253/4	253/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	222										
22	22	127/2	127/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	223										
22	22	255/4	255/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	224										
22	22	64	64	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	225										
22	22	257/4	257/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	226										
22	22	129/2	129/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	227										
22	22	259/4	259/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	228										
22	22	65	65	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	229										
22	22	261/4	261/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	230										
22	22	131/2	131/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	231										
22	22	263/4	263/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	232										
22	22	63	63	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	233										
23	23	66	66	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	234										
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	235										
23	23	135/2	135/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	236										
23	23	271/4	271/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	237										
23	23	68	68	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	238										
23	23	273/4	273/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	239										
23	23	137/2	137/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	240										
23	23	275/4	275/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	241										
23	23	66	66	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	242										
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	243										
23	23	67	67	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	244										
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	245										
23	23	68	68	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	246										
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	247										
24	24	69	69	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	248										
24	24	139/2	139/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	249										
24	24	141/2	141/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	250										
24	24	283/4	283/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	251										
24	24	71	71	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	252										
24	24	285/4	285/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	253										
24	24	143/2	143/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	254										
24	24	287/4	287/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	255										
24	24	69	69	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	256										
24	24	139/2	139/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	257										
24	24	70	70	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	258										
24	24	141/2	141/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	259										
24	24	71	71	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	260										
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	261										
25	25	72	72	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	262										
25	25	289/4	289/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	263										
25	25	145/2	145/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	264										
25	25	291/4	291/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	265										
25	25	73	73	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	266		articStaccatoAbove								
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	267		articStaccatoAbove								
25	25	74	74	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	268		articStaccatoAbove								
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	269		articStaccatoAbove								
25	25	72	72	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	270										
25	25	145/2	145/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	271										
25	25	73	73	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	272										
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	273										
25	25	74	74	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	274										
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	275										
26	26	75	75	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	276										
26	26	301/4	301/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	277										
26	26	151/2	151/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	278										
26	26	303/4	303/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	279										
26	26	76	76	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	280		articStaccatoAbove								
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	281		articStaccatoAbove								
26	26	77	77	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	282		articStaccatoAbove								
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	283		articStaccatoAbove								
26	26	75	75	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	284										
26	26	151/2	151/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	285										
26	26	76	76	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	286										
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	287										
